source	line	class	memberKind	member	memberType	beanProperty	matchingField	fieldType	fieldAnnotations	formerlyMethodTransient	classification
app/owlcms/data/athlete/Athlete.java	3883	Athlete	METHOD	setCategoryScoreRank	int	categoryScoreRank				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4201	Athlete	METHOD	setCleanJerkPoints	Integer	cleanJerkPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4206	Athlete	METHOD	setCleanJerkRank	int	cleanJerkRank				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4244	Athlete	METHOD	setCustomPoints	Integer	customPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4254	Athlete	METHOD	setCustomRank	Integer	customRank				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4380	Athlete	METHOD	setFullBirthDate	LocalDate	fullBirthDate				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4387	Athlete	METHOD	setIsoBirthDate	String	isoBirthDate	isoBirthDate	String		no	MATCHING_FIELD_STILL_PERSISTED
app/owlcms/data/athlete/Athlete.java	4564	Athlete	METHOD	setQMastersRank	int	QMastersRank				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4898	Athlete	METHOD	setSnatchPoints	Integer	snatchPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4903	Athlete	METHOD	setSnatchRank	int	snatchRank				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	4908	Athlete	METHOD	setSortedCategoriesAsString	void					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	5026	Athlete	METHOD	setTotalPoints	Integer	totalPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	5031	Athlete	METHOD	setTotalRank	int	totalRank				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	5045	Athlete	METHOD	setYearOfBirth	Integer	yearOfBirth				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	5950	Athlete	METHOD	getActualLiftStringOrElseNull	String					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	5987	Athlete	METHOD	getMastersSinclair	Double	mastersSinclair				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6014	Athlete	METHOD	getMastersSinclairForDelta	Double	mastersSinclairForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6039	Athlete	METHOD	getRunningLiftOrderInfo	LiftOrderInfo	runningLiftOrderInfo				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6057	Athlete	METHOD	getSinclair	Double					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6114	Athlete	METHOD	getStartingTotalMargin	int					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6138	Athlete	METHOD	isSameAthleteAs	boolean					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6248	Athlete	METHOD	sinclairFactor	Double					no	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6391	Athlete	METHOD	getQYouth	Double	QYouth				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6396	Athlete	METHOD	getAgeAdjustedTotal	Double	ageAdjustedTotal				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6405	Athlete	METHOD	getQYouthForDelta	Double	QYouthForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6410	Athlete	METHOD	getAgeAdjustedTotalForDelta	Double	ageAdjustedTotalForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6418	Athlete	METHOD	getQMasters	Double	QMasters				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6423	Athlete	METHOD	getQAge	Double	QAge				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6430	Athlete	METHOD	getQMastersForDelta	Double	QMastersForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6435	Athlete	METHOD	getQAgeForDelta	Double	QAgeForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6442	Athlete	METHOD	getCategoryScore	Double	categoryScore				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6450	Athlete	METHOD	setCategoryScore	Double	categoryScore				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6455	Athlete	METHOD	getCategoryScoreForDelta	Double	categoryScoreForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6470	Athlete	METHOD	setCategoryScoreForDelta	Double	categoryScoreForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6475	Athlete	METHOD	getCategorySinclair	Double	categorySinclair				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6480	Athlete	METHOD	getCategoryQPoints	Double	categoryQPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6494	Athlete	METHOD	getCategorySinclairForDelta	Double	categorySinclairForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6536	Athlete	METHOD	getCategoryQPointsForDelta	Double	categoryQPointsForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6560	Athlete	METHOD	getCategoryGAMX	Double	categoryGAMX				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6565	Athlete	METHOD	getCategoryGAMXForDelta	Double	categoryGAMXForDelta				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6587	Athlete	METHOD	computeIwfCategoryBodyWeight	Double					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/athlete/Athlete.java	6660	Athlete	METHOD	getLiftTime	LocalDateTime					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	269	Category	METHOD	getCodeLimitString	String	codeLimitString				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	284	Category	METHOD	getComputedCode	String	computedCode				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	305	Category	METHOD	getDisplayName	String	displayName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	336	Category	METHOD	getLimitString	String	limitString				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	367	Category	METHOD	getMedalingSortCode	String	medalingSortCode				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	391	Category	METHOD	getNameWithAgeGroup	String	nameWithAgeGroup				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	404	Category	METHOD	getParticipations	List<Participation>	participations	participations	List<Participation>	@OneToMany	no	MATCHING_OBJECT_FIELD_STILL_PERSISTED
app/owlcms/data/category/Category.java	427	Category	METHOD	getSafeName	String	safeName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	432	Category	METHOD	getSortCode	String	sortCode				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	447	Category	METHOD	getSortCodeLimitString	String	sortCodeLimitString				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	602	Category	METHOD	setMedalingSortCode	void					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	659	Category	METHOD	isAlreadyGendered	boolean	alreadyGendered				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Category.java	665	Category	METHOD	getAgeGroupCode	String	ageGroupCode				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	141	Participation	METHOD	getCategoryScore	Double	categoryScore				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	147	Participation	METHOD	getCategoryScoreRank	int	categoryScoreRank	categoryScoreRank	int	@Column	yes	MATCHING_FIELD_STILL_PERSISTED
app/owlcms/data/category/Participation.java	154	Participation	METHOD	getCleanJerkPoints	int	cleanJerkPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	166	Participation	METHOD	getCombinedPoints	Integer	combinedPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	171	Participation	METHOD	getRawTotalPoints	int	rawTotalPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	176	Participation	METHOD	getRawSnatchPoints	int	rawSnatchPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	181	Participation	METHOD	getRawCleanJerkPoints	int	rawCleanJerkPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	186	Participation	METHOD	getRawCombinedPoints	int	rawCombinedPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	199	Participation	METHOD	getCustomPoints	int	customPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	216	Participation	METHOD	getSnatchPoints	int	snatchPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/category/Participation.java	256	Participation	METHOD	getTotalPoints	int	totalPoints				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/coach/Coach.java	37	Coach	FIELD	logger	Logger	logger	logger	Logger	@JsonIgnore		FIELD_JPA_EXCLUDED
app/owlcms/data/competition/Competition.java	362	Competition	FIELD	medalsByGroup	HashMap<Group,TreeMap<String,List<Athlete>>>	medalsByGroup	medalsByGroup	HashMap<Group,TreeMap<String,List<Athlete>>>	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/competition/Competition.java	382	Competition	FIELD	rankingsInvalid	boolean	rankingsInvalid	rankingsInvalid	boolean	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/competition/Competition.java	451	Competition	FIELD	simulation	boolean	simulation	simulation	boolean	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/competition/Competition.java	907	Competition	METHOD	getCompetitionDateAsDate	Date	competitionDateAsDate				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	939	Competition	METHOD	getComputedCardsTemplateFileName	String	computedCardsTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	948	Competition	METHOD	getComputedCategoriesListTemplateFileName	String	computedCategoriesListTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	956	Competition	METHOD	getComputedCurrentRecordsTemplateFileName	String	computedCurrentRecordsTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	978	Competition	METHOD	getComputedJuryTemplateFileName	String	computedJuryTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	986	Competition	METHOD	getComputedMedalScheduleTemplateFileName	String	computedMedalScheduleTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1000	Competition	METHOD	getComputedMedalsTemplateFileName	String	computedMedalsTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1009	Competition	METHOD	getComputedOfficialsListTemplateFileName	String	computedOfficialsListTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1023	Competition	METHOD	getComputedProtocolTemplateFileName	String	computedProtocolTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1038	Competition	METHOD	getComputedResultsTemplateFileName	String	computedResultsTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1047	Competition	METHOD	getComputedStartListTemplateFileName	String	computedStartListTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1055	Competition	METHOD	getComputedTeamsListTemplateFileName	String	computedTeamsListTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1063	Competition	METHOD	getComputedTeamResultsTemplateFileName	String	computedTeamResultsTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1071	Competition	METHOD	getComputedTechnicalOfficialsTemplateFileName	String	computedTechnicalOfficialsTemplateFileName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1083	Competition	METHOD	getEnabledRankingsInternal	String	enabledRankingsInternal				no	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1088	Competition	METHOD	setEnabledRankingsInternal	String	enabledRankingsInternal				no	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1135	Competition	METHOD	getTeamScheduleColumnOrder	List<String>	teamScheduleColumnOrder	teamScheduleColumnOrder	String	@Column	no	MATCHING_FIELD_STILL_PERSISTED
app/owlcms/data/competition/Competition.java	1148	Competition	METHOD	setTeamScheduleColumnOrder	List<String>	teamScheduleColumnOrder	teamScheduleColumnOrder	String	@Column	no	MATCHING_FIELD_STILL_PERSISTED
app/owlcms/data/competition/Competition.java	1259	Competition	METHOD	getGlobalRanking	List<Athlete>					yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/competition/Competition.java	1268	Competition	METHOD	getGlobalScoreRanking	List<Athlete>					yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/competition/Competition.java	1310	Competition	METHOD	getListOrElseRecompute	List<Athlete>					yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/competition/Competition.java	1432	Competition	METHOD	getMenBestNElseDefault	Integer	menBestNElseDefault				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1443	Competition	METHOD	getMixedBestNElseDefault	Integer	mixedBestNElseDefault				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1493	Competition	METHOD	getReportingBeans	HashMap<String,Object>	reportingBeans	reportingBeans	HashMap<String,Object>	@Transient	yes	MATCHING_FIELD_JPA_EXCLUDED
app/owlcms/data/competition/Competition.java	1502	Competition	METHOD	getLegacyCompetitionScoringSystem	Ranking	legacyCompetitionScoringSystem				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1526	Competition	METHOD	getLegacyCompetitionBestAthleteScoringSystemForMigration	Ranking	legacyCompetitionBestAthleteScoringSystemForMigration				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1534	Competition	METHOD	getLegacyCompetitionBestAthleteScoringSystemOrDefault	Ranking	legacyCompetitionBestAthleteScoringSystemOrDefault				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1561	Competition	METHOD	migrateToChampionship	boolean					yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1631	Competition	METHOD	getBestAthleteScoringSystem	Ranking	bestAthleteScoringSystem				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1696	Competition	METHOD	getWomenBestNElseDefault	Integer	womenBestNElseDefault				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1742	Competition	METHOD	isByAgeGroup	boolean	byAgeGroup				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/competition/Competition.java	1880	Competition	METHOD	isUseRegistrationCategory	boolean	useRegistrationCategory	useRegistrationCategory	boolean	@Column,@Deprecated	yes	MATCHING_FIELD_STILL_PERSISTED
app/owlcms/data/competition/Competition.java	2281	Competition	METHOD	setUseRegistrationCategory	boolean	useRegistrationCategory	useRegistrationCategory	boolean	@Column,@Deprecated	yes	MATCHING_FIELD_STILL_PERSISTED
app/owlcms/data/config/Config.java	172	Config	FIELD	managedForwardingActivity	Map<String,Boolean>	managedForwardingActivity	managedForwardingActivity	Map<String,Boolean>	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/config/Config.java	179	Config	FIELD	skipReading	boolean	skipReading	skipReading	boolean	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/config/Config.java	188	Config	FIELD	useCompetitionDate	Boolean	useCompetitionDate	useCompetitionDate	Boolean	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/config/Config.java	199	Config	FIELD	mqttConfig	IConfig	mqttConfig	mqttConfig	IConfig	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/config/Config.java	246	Config	METHOD	isRecordRepository	boolean	recordRepository				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	498	Config	METHOD	getDisplayPinForField	String	displayPinForField				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	525	Config	METHOD	getEffectiveForwardingDestinations	List<ForwardingConnection>	effectiveForwardingDestinations				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/config/Config.java	578	Config	METHOD	getLocale	Locale	locale				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/config/Config.java	621	Config	METHOD	getMqttPasswordForField	String	mqttPasswordForField				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	641	Config	METHOD	getParamAccessList	String	paramAccessList				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	657	Config	METHOD	getParamBackdoorList	String	paramBackdoorList				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	670	Config	METHOD	getParamDecisionUrl	String	paramDecisionUrl				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	683	Config	METHOD	getParamDisplayList	String	paramDisplayList				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	699	Config	METHOD	getParamDisplayPin	String	paramDisplayPin				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	722	Config	METHOD	getParamMqttInternal	boolean	paramMqttInternal				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	732	Config	METHOD	getParamEventForwardingEnabled	boolean	paramEventForwardingEnabled				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	741	Config	METHOD	getParamMqttPassword	String	paramMqttPassword				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	759	Config	METHOD	getParamMqttPort	String	paramMqttPort				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	775	Config	METHOD	getParamMqttWsPort	String	paramMqttWsPort				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	787	Config	METHOD	getParamMqttServer	String	paramMqttServer				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	796	Config	METHOD	getParamMqttUserName	String	paramMqttUserName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	812	Config	METHOD	getParamPin	String	paramPin				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	846	Config	METHOD	getParamPublicResultsURL	String	paramPublicResultsURL				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	865	Config	METHOD	getParamStylesDir	String	paramStylesDir				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	909	Config	METHOD	getParamTimerUrl	String	paramTimerUrl				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	925	Config	METHOD	getParamUpdateKey	String	paramUpdateKey				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	938	Config	METHOD	getParamUpdateUrl	String	paramUpdateUrl				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	951	Config	METHOD	getParamVideoDataDecisionUrl	String	paramVideoDataDecisionUrl				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	967	Config	METHOD	getParamVideoDataKey	String	paramVideoDataKey				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	980	Config	METHOD	getParamVideoDataTimerUrl	String	paramVideoDataTimerUrl				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	993	Config	METHOD	getParamVideoDataUpdateUrl	String	paramVideoDataUpdateUrl				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1009	Config	METHOD	getParamVideoDataURL	String	paramVideoDataURL				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1026	Config	METHOD	getParamVideoStylesDir	String	paramVideoStylesDir				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1057	Config	METHOD	getParamPublicStylesDir	String	paramPublicStylesDir				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1092	Config	METHOD	getPinForField	String	pinForField				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1110	Config	METHOD	getStylesDirBase	String	stylesDirBase				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1146	Config	METHOD	getVideoStylesDirBase	String	videoStylesDirBase				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1165	Config	METHOD	isClearZip	boolean	clearZip	clearZip	boolean	@Column	yes	MATCHING_FIELD_STILL_PERSISTED
app/owlcms/data/config/Config.java	1173	Config	METHOD	isIgnoreCaching	boolean	ignoreCaching				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/config/Config.java	1186	Config	METHOD	isTraceMemory	boolean	traceMemory	traceMemory	Boolean	@Transient	yes	MATCHING_FIELD_JPA_EXCLUDED
app/owlcms/data/config/Config.java	1194	Config	METHOD	isUseCompetitionDate	boolean	useCompetitionDate	useCompetitionDate	Boolean	@JsonIgnore,@Transient	yes	MATCHING_FIELD_JPA_EXCLUDED
app/owlcms/data/config/Config.java	1310	Config	METHOD	getLocalZipBlobBytes	byte[]	localZipBlobBytes				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	254	Group	FIELD	hourFormatter	DateTimeFormatter	hourFormatter	hourFormatter	DateTimeFormatter	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/group/Group.java	257	Group	FIELD	dayFormatter	DateTimeFormatter	dayFormatter	dayFormatter	DateTimeFormatter	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/group/Group.java	260	Group	FIELD	isoDateFormatter	DateTimeFormatter	isoDateFormatter	isoDateFormatter	DateTimeFormatter	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/group/Group.java	263	Group	FIELD	isoHourFormatter	DateTimeFormatter	isoHourFormatter	isoHourFormatter	DateTimeFormatter	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/group/Group.java	302	Group	FIELD	pattern	Pattern	pattern	pattern	Pattern	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/group/Group.java	517	Group	METHOD	getAgeGroupInfo	List<AgeGroupInfo>	ageGroupInfo				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	523	Group	METHOD	getAgeGroupInfoByAge	List<AgeGroupInfo>	ageGroupInfoByAge				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	529	Group	METHOD	getAlphaAthletes	List<Athlete>	alphaAthletes				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	545	Group	METHOD	getAnnouncerAsTO	TechnicalOfficial	announcerAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	554	Group	METHOD	getAthletes	List<Athlete>	athletes				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	559	Group	METHOD	getRecords	List<RecordEvent>	records				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	566	Group	METHOD	setRecords	List<RecordEvent>	records				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	574	Group	METHOD	getCleanJerkBreakMinutes	int	cleanJerkBreakMinutes				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	598	Group	METHOD	getCompetitionDirectorAsTO	TechnicalOfficial	competitionDirectorAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	608	Group	METHOD	getCompetitionSecretaryAsTO	TechnicalOfficial	competitionSecretaryAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	618	Group	METHOD	getCompetitionSecretary2AsTO	TechnicalOfficial	competitionSecretary2AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	631	Group	METHOD	getCompetitionShortDateTime	String	competitionShortDateTime				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	652	Group	METHOD	getCompetitionTimeAsDate	Date	competitionTimeAsDate				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	657	Group	METHOD	getCompetitionTimeAsExcelDate	Double	competitionTimeAsExcelDate				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	667	Group	METHOD	getFormattedRange	String	formattedRange				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	775	Group	METHOD	getIntlStartDay	String	intlStartDay				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	792	Group	METHOD	getIntlStartHour	String	intlStartHour				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	809	Group	METHOD	getIntlWeighInDay	String	intlWeighInDay				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	826	Group	METHOD	getIntlWeighInHour	String	intlWeighInHour				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	843	Group	METHOD	getJury	String	jury				no	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	857	Group	METHOD	getJury1AsTO	TechnicalOfficial	jury1AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	870	Group	METHOD	getJury2AsTO	TechnicalOfficial	jury2AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	883	Group	METHOD	getJury3AsTO	TechnicalOfficial	jury3AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	896	Group	METHOD	getJury4AsTO	TechnicalOfficial	jury4AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	909	Group	METHOD	getJury5AsTO	TechnicalOfficial	jury5AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	920	Group	METHOD	getLocalizedStartDay	String	localizedStartDay				yes	COMPUTED_SCALAR_NO_FIELD
