source	line	class	memberKind	member	memberType	beanProperty	matchingField	fieldType	fieldAnnotations	formerlyMethodTransient	classification
app/owlcms/data/group/Group.java	941	Group	METHOD	getLocalizedStartHour	String	localizedStartHour				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	958	Group	METHOD	getLocalStartHour	String	localStartHour				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	968	Group	METHOD	getLocalWeighInDay	String	localWeighInDay				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	990	Group	METHOD	getLocalWeighInHour	String	localWeighInHour				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	1010	Group	METHOD	getMarshal2AsTO	TechnicalOfficial	marshal2AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1025	Group	METHOD	getMarshallAsTO	TechnicalOfficial	marshallAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1068	Group	METHOD	getReferee1AsTO	TechnicalOfficial	referee1AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1083	Group	METHOD	getReferee2AsTO	TechnicalOfficial	referee2AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1098	Group	METHOD	getReferee3AsTO	TechnicalOfficial	referee3AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1111	Group	METHOD	getReserveJuryAsTO	TechnicalOfficial	reserveJuryAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1160	Group	METHOD	getDoctorAsTO	TechnicalOfficial	doctorAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1166	Group	METHOD	getDoctor2AsTO	TechnicalOfficial	doctor2AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1172	Group	METHOD	getDoctor3AsTO	TechnicalOfficial	doctor3AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1185	Group	METHOD	getReserveAsTO	TechnicalOfficial	reserveAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1191	Group	METHOD	getSessionBlock	Integer	sessionBlock				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	1213	Group	METHOD	getStartingRange	Range	startingRange				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1245	Group	METHOD	getTechnicalController2AsTO	TechnicalOfficial	technicalController2AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1251	Group	METHOD	getTechnicalController3AsTO	TechnicalOfficial	technicalController3AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1257	Group	METHOD	getTechnicalControllerAsTO	TechnicalOfficial	technicalControllerAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1272	Group	METHOD	getTimeKeeperAsTO	TechnicalOfficial	timeKeeperAsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1282	Group	METHOD	getWeighIn1AsTO	TechnicalOfficial	weighIn1AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1292	Group	METHOD	getWeighIn2AsTO	TechnicalOfficial	weighIn2AsTO				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/group/Group.java	1303	Group	METHOD	getWeighInShortDateTime	String	weighInShortDateTime				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	1324	Group	METHOD	getWeighInTimeAsDate	Date	weighInTimeAsDate				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	1627	Group	METHOD	getFirstSnatchExcelTime	double	firstSnatchExcelTime				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	1633	Group	METHOD	getFirstCJExcelTime	double	firstCJExcelTime				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	1638	Group	METHOD	getLastSnatchDecisionExcelTime	double	lastSnatchDecisionExcelTime				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/group/Group.java	1643	Group	METHOD	getLastCJDecisionExcelTime	double	lastCJDecisionExcelTime				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/platform/Platform.java	68	Platform	FIELD	logger	Logger	logger	logger	Logger	@JsonIgnore		FIELD_JPA_EXCLUDED
app/owlcms/data/platform/Platform.java	73	Platform	FIELD	testingPlatform	Platform	testingPlatform	testingPlatform	Platform	@JsonIgnore		FIELD_JPA_EXCLUDED
app/owlcms/data/platform/Platform.java	81	Platform	METHOD	getCurrent	Platform	current				no	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/platform/Platform.java	97	Platform	METHOD	setCurrent	Platform	current				no	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/platform/Platform.java	120	Platform	FIELD	mixer	Mixer	mixer	mixer	Mixer	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/platform/Platform.java	123	Platform	FIELD	mixerChecked	boolean	mixerChecked	mixerChecked	boolean	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/platform/Platform.java	165	Platform	FIELD	nonStandardBar	Boolean	nonStandardBar	nonStandardBar	Boolean	@JsonIgnore,@SuppressWarnings		FIELD_STILL_PERSISTED
app/owlcms/data/platform/Platform.java	181	Platform	FIELD	uiSettingsJson	String	uiSettingsJson	uiSettingsJson	String	@Column,@JsonIgnore		FIELD_STILL_PERSISTED
app/owlcms/data/platform/Platform.java	185	Platform	FIELD	UI_SETTINGS_MAPPER	ObjectMapper	UI_SETTINGS_MAPPER	UI_SETTINGS_MAPPER	ObjectMapper	@JsonIgnore		FIELD_JPA_EXCLUDED
app/owlcms/data/platform/Platform.java	902	Platform	METHOD	getSessions	List<Group>	sessions				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/records/RecordConfig.java	110	RecordConfig	METHOD	getLoadedFiles	List<RecordEvent>	loadedFiles				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/records/RecordConfig.java	132	RecordConfig	METHOD	setLoadedFiles	List<RecordEvent>	loadedFiles				yes	COMPUTED_OBJECT_NO_FIELD
app/owlcms/data/records/RecordEvent.java	165	RecordEvent	FIELD	dateFormat	DateTimeFormatter	dateFormat	dateFormat	DateTimeFormatter	@JsonIgnore,@Transient		FIELD_JPA_EXCLUDED
app/owlcms/data/records/RecordEvent.java	240	RecordEvent	METHOD	getBirth	String	birth				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/records/RecordEvent.java	327	RecordEvent	METHOD	getKey	String	key				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/records/RecordEvent.java	341	RecordEvent	METHOD	getRecordDateAsString	String	recordDateAsString				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/records/RecordEvent.java	369	RecordEvent	METHOD	getResAthleteName	String	resAthleteName				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/records/RecordEvent.java	374	RecordEvent	METHOD	getResRecordLift	String	resRecordLift				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/records/RecordEvent.java	391	RecordEvent	METHOD	getTranslatedGender	String	translatedGender				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/records/RecordEvent.java	399	RecordEvent	METHOD	getTranslatedLift	String	translatedLift				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/records/RecordEvent.java	734	RecordEvent	METHOD	getName	String	name				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/technicalofficial/TechnicalOfficial.java	43	TechnicalOfficial	FIELD	logger	Logger	logger	logger	Logger	@JsonIgnore		FIELD_JPA_EXCLUDED
app/owlcms/data/technicalofficial/TechnicalOfficial.java	59	TechnicalOfficial	FIELD	officialRole	OfficialRole	officialRole	officialRole	OfficialRole	@Column,@Enumerated,@JsonIgnore		FIELD_STILL_PERSISTED
app/owlcms/data/technicalofficial/TechnicalOfficial.java	275	TechnicalOfficial	METHOD	getRole	Role	role	role	Role	@Column,@Enumerated,@JsonProperty	no	MATCHING_OBJECT_FIELD_STILL_PERSISTED
app/owlcms/data/technicalofficial/TechnicalOfficial.java	284	TechnicalOfficial	METHOD	setRole	Role	role	role	Role	@Column,@Enumerated,@JsonProperty	no	MATCHING_OBJECT_FIELD_STILL_PERSISTED
app/owlcms/data/technicalofficial/TechnicalOfficial.java	306	TechnicalOfficial	METHOD	getCredentialType	CredentialType	credentialType				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/technicalofficial/TechnicalOfficial.java	316	TechnicalOfficial	METHOD	getTranslatedAccreditationRole	String	translatedAccreditationRole				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/technicalofficial/TechnicalOfficial.java	327	TechnicalOfficial	METHOD	getTranslatedRole	String	translatedRole				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/technicalofficial/TechnicalOfficial.java	338	TechnicalOfficial	METHOD	getTranslatedCredentialType	String	translatedCredentialType				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/technicalofficial/TechnicalOfficial.java	347	TechnicalOfficial	METHOD	getTeamFlagPath	String	teamFlagPath				yes	COMPUTED_SCALAR_NO_FIELD
app/owlcms/data/technicalofficial/TechnicalOfficialsTimetable.java	86	TechnicalOfficialsTimetable	METHOD	getRoleCategory	OfficialRole	roleCategory	roleCategory	OfficialRole	@Column,@Enumerated	no	MATCHING_OBJECT_FIELD_STILL_PERSISTED
app/owlcms/data/technicalofficial/TechnicalOfficialsTimetable.java	91	TechnicalOfficialsTimetable	METHOD	setRoleCategory	OfficialRole	roleCategory	roleCategory	OfficialRole	@Column,@Enumerated	no	MATCHING_OBJECT_FIELD_STILL_PERSISTED
