"age","bmass","mu","sigma","nu"
13,30,107.013777478552,0.2009244776281,5.79566325095693
13,30.1,107.233904072351,0.200943029809895,5.78893536963762
13,30.2,107.454483465018,0.200961583704688,5.78222980305686
13,30.3,107.675516587957,0.200980139312638,5.7755464036788
13,30.4,107.897004374488,0.200998696633904,5.76888502542591
13,30.5,108.118947759851,0.201017255668644,5.76224552365987
13,30.6,108.34134768121,0.201035816417015,5.75562775516272
13,30.7,108.564205077655,0.201054378879177,5.74903157811827
13,30.8,108.787520890211,0.201072943055287,5.74245685209396
13,30.9,109.011296061835,0.201091508945503,5.73590343802283
13,31,109.235531537426,0.201110076549985,5.72937119818593
13,31.1,109.460228263826,0.201128645868889,5.72285999619491
13,31.2,109.685387189825,0.201147216902375,5.71636969697497
13,31.3,109.911009266164,0.2011657896506,5.70990016674804
13,31.4,110.137095445541,0.201184364113724,5.70345127301622
13,31.5,110.363646682611,0.201202940291904,5.6970228845455
13,31.6,110.590663933996,0.201221518185299,5.69061487134974
13,31.7,110.818148158283,0.201240097794067,5.68422710467491
13,31.8,111.046100316033,0.201258679118367,5.67785945698355
13,31.9,111.274521369781,0.201277262158357,5.67151180193951
13,32,111.503412284044,0.201295846914195,5.66518401439288
13,32.1,111.73277402532,0.201314433386039,5.65887597036522
13,32.2,111.962607562099,0.201333021574049,5.65258754703497
13,32.3,112.192913864859,0.201351611478383,5.64631862272308
13,32.4,112.423693906078,0.201370203099199,5.64006907687893
13,32.5,112.654948660231,0.201388796436655,5.63383879006636
13,32.6,112.886679103801,0.201407391490911,5.62762764395004
13,32.7,113.118886215277,0.201425988262124,5.62143552128193
13,32.8,113.351570975161,0.201444586750454,5.61526230588804
13,32.9,113.584734365973,0.201463186956058,5.60910788265531
13,33,113.818377372254,0.201481788879096,5.60297213751878
13,33.1,114.052500980569,0.201500392519726,5.59685495744884
13,33.2,114.287106179513,0.201518997878106,5.59075623043883
13,33.3,114.522193959715,0.201537604954395,5.58467584549262
13,33.4,114.75776531384,0.201556213748752,5.5786136926126
13,33.5,114.993821236598,0.201574824261336,5.57256966278765
13,33.6,115.230362724743,0.201593436492304,5.56654364798145
13,33.7,115.467390777079,0.201612050441816,5.56053554112083
13,33.8,115.704906394465,0.20163066611003,5.5545452360844
13,33.9,115.942910579819,0.201649283497106,5.54857262769129
13,34,116.181404338122,0.201667902603201,5.54261761169005
