bodyMass,mu,sigma,nu
173.3,321.2643985,0.087259949,3.225863447
173.4,321.405647,0.087244318,3.226262385
173.5,321.5469576,0.087228691,3.226661093
173.6,321.6883303,0.087213066,3.227059571
173.7,321.8297652,0.087197444,3.227457819
173.8,321.9712622,0.087181824,3.227855838
173.9,322.1128215,0.087166208,3.228253629
174.0,322.254443,0.087150594,3.22865119
174.1,322.3961268,0.087134983,3.229048524
174.2,322.5378728,0.087119375,3.229445629
174.3,322.6796812,0.08710377,3.229842506
174.4,322.821552,0.087088167,3.230239156
174.5,322.9634851,0.087072567,3.230635578
174.6,323.1054806,0.08705697,3.231031773
174.7,323.2475385,0.087041376,3.231427741
174.8,323.3896589,0.087025785,3.231823483
174.9,323.5318418,0.087010196,3.232218998
175.0,323.6740872,0.086994611,3.232614287
175.1,323.8163952,0.086979028,3.233009351
175.2,323.9587657,0.086963447,3.233404189
175.3,324.1011988,0.08694787,3.233798801
175.4,324.2436945,0.086932295,3.234193189
175.5,324.3862529,0.086916724,3.234587352
175.6,324.5288739,0.086901155,3.23498129
175.7,324.6715577,0.086885588,3.235375004
175.8,324.8143042,0.086870025,3.235768494
175.9,324.9571134,0.086854464,3.23616176
176.0,325.0999855,0.086838906,3.236554802
176.1,325.2429203,0.086823351,3.236947622
176.2,325.385918,0.086807799,3.237340218
176.3,325.5289786,0.086792249,3.237732592
176.4,325.672102,0.086776703,3.238124743
176.5,325.8152884,0.086761159,3.238516672
176.6,325.9585378,0.086745618,3.238908379
176.7,326.1018501,0.086730079,3.239299864
176.8,326.2452255,0.086714544,3.239691128
176.9,326.3886638,0.086699011,3.24008217
177.0,326.5321653,0.086683481,3.240472992
177.1,326.6757298,0.086667954,3.240863592
177.2,326.8193575,0.086652429,3.241253973
177.3,326.9630483,0.086636907,3.241644133
177.4,327.1068022,0.086621388,3.242034072
177.5,327.2506194,0.086605872,3.242423793
177.6,327.3944998,0.086590359,3.242813293
177.7,327.5384435,0.086574848,3.243202575
177.8,327.6824505,0.086559341,3.243591637
177.9,327.8265207,0.086543836,3.243980481
178.0,327.9706544,0.086528333,3.244369106
178.1,328.1148513,0.086512834,3.244757513
178.2,328.2591117,0.086497337,3.245145702
178.3,328.4034355,0.086481843,3.245533673
178.4,328.5478228,0.086466352,3.245921427
178.5,328.6922736,0.086450864,3.246308963
178.6,328.8367878,0.086435378,3.246696282
178.7,328.9813656,0.086419895,3.247083385
178.8,329.126007,0.086404415,3.247470271
178.9,329.2707119,0.086388938,3.24785694
179.0,329.4154805,0.086373464,3.248243394
179.1,329.5603127,0.086357992,3.248629632
179.2,329.7052086,0.086342523,3.249015654
179.3,329.8501682,0.086327057,3.24940146
179.4,329.9951916,0.086311593,3.249787052
179.5,330.1402787,0.086296133,3.250172429
179.6,330.2854296,0.086280675,3.250557591
179.7,330.4306443,0.08626522,3.250942539
179.8,330.5759228,0.086249768,3.251327272
179.9,330.7212653,0.086234318,3.251711792
180.0,330.8666716,0.086218871,3.252096098
180.1,331.0121419,0.086203427,3.25248019
180.2,331.1576761,0.086187986,3.252864069
180.3,331.3032743,0.086172547,3.253247736
180.4,331.4489365,0.086157112,3.253631189
180.5,331.5946628,0.086141679,3.25401443
180.6,331.7404531,0.086126249,3.254397459
180.7,331.8863075,0.086110821,3.254780276
180.8,332.0322261,0.086095396,3.255162881
180.9,332.1782088,0.086079975,3.255545275
181.0,332.3242557,0.086064555,3.255927457
181.1,332.4703668,0.086049139,3.256309428
181.2,332.6165422,0.086033725,3.256691188
181.3,332.7627818,0.086018314,3.257072737
181.4,332.9090857,0.086002906,3.257454077
181.5,333.0554539,0.085987501,3.257835206
181.6,333.2018865,0.085972098,3.258216125
181.7,333.3483835,0.085956699,3.258596834
181.8,333.4949449,0.085941302,3.258977334
181.9,333.6415707,0.085925907,3.259357624
182.0,333.788261,0.085910516,3.259737706
182.1,333.9350157,0.085895127,3.260117579
182.2,334.0818351,0.085879741,3.260497243
182.3,334.2287189,0.085864358,3.260876699
182.4,334.3756673,0.085848977,3.261255947
182.5,334.5226804,0.085833599,3.261634987
182.6,334.6697581,0.085818224,3.26201382
182.7,334.8169004,0.085802852,3.262392445
182.8,334.9641074,0.085787483,3.262770862
182.9,335.1113792,0.085772116,3.263149073
183.0,335.2587157,0.085756752,3.263527077
183.1,335.406117,0.085741391,3.263904875
183.2,335.5535831,0.085726032,3.264282466
183.3,335.701114,0.085710676,3.264659852
183.4,335.8487098,0.085695323,3.265037031
183.5,335.9963705,0.085679973,3.265414005
183.6,336.1440961,0.085664626,3.265790773
183.7,336.2918867,0.085649281,3.266167337
183.8,336.4397422,0.085633939,3.266543695
183.9,336.5876627,0.0856186,3.266919849
184.0,336.7356483,0.085603263,3.267295798
184.1,336.8836989,0.085587929,3.267671543
184.2,337.0318147,0.085572598,3.268047084
184.3,337.1799955,0.08555727,3.268422421
184.4,337.3282415,0.085541945,3.268797554
184.5,337.4765527,0.085526622,3.269172484
184.6,337.6249291,0.085511302,3.269547211
184.7,337.7733707,0.085495984,3.269921735
184.8,337.9218776,0.08548067,3.270296057
184.9,338.0704498,0.085465358,3.270670175
185.0,338.2190873,0.085450049,3.271044092
185.1,338.3677902,0.085434743,3.271417806
185.2,338.5165584,0.085419439,3.271791319
185.3,338.6653921,0.085404138,3.27216463
185.4,338.8142911,0.08538884,3.272537739
185.5,338.9632557,0.085373545,3.272910648
185.6,339.1122857,0.085358252,3.273283355
185.7,339.2613813,0.085342962,3.273655862
185.8,339.4105424,0.085327675,3.274028168
185.9,339.5597691,0.085312391,3.274400274
186.0,339.7090614,0.085297109,3.274772179
186.1,339.8584193,0.08528183,3.275143885
186.2,340.007843,0.085266554,3.275515391
186.3,340.1573323,0.085251281,3.275886698
186.4,340.3068873,0.08523601,3.276257805
186.5,340.4565081,0.085220742,3.276628713
186.6,340.6061947,0.085205477,3.276999423
186.7,340.755947,0.085190214,3.277369934
186.8,340.9057653,0.085174955,3.277740246
186.9,341.0556494,0.085159698,3.27811036
187.0,341.2055993,0.085144443,3.278480277
187.1,341.3556153,0.085129192,3.278849995
187.2,341.5056971,0.085113943,3.279219516
187.3,341.655845,0.085098697,3.27958884
187.4,341.8060589,0.085083453,3.279957967
187.5,341.9563388,0.085068213,3.280326896
187.6,342.1066848,0.085052975,3.280695629
187.7,342.2570969,0.08503774,3.281064165
187.8,342.4075751,0.085022507,3.281432506
187.9,342.5581195,0.085007277,3.28180065
188.0,342.7087301,0.08499205,3.282168598
188.1,342.8594069,0.084976826,3.28253635
188.2,343.0101499,0.084961605,3.282903907
188.3,343.1609592,0.084946386,3.283271269
188.4,343.3118348,0.08493117,3.283638436
188.5,343.4627768,0.084915956,3.284005408
188.6,343.6137851,0.084900746,3.284372185
188.7,343.7648598,0.084885538,3.284738768
188.8,343.916001,0.084870333,3.285105156
188.9,344.0672085,0.08485513,3.285471351
189.0,344.2184826,0.08483993,3.285837352
189.1,344.3698232,0.084824733,3.286203159
189.2,344.5212303,0.084809539,3.286568773
189.3,344.672704,0.084794348,3.286934193
189.4,344.8242443,0.084779159,3.287299421
189.5,344.9758512,0.084763973,3.287664456
189.6,345.1275247,0.084748789,3.288029298
189.7,345.279265,0.084733608,3.288393948
189.8,345.4310719,0.08471843,3.288758406
189.9,345.5829457,0.084703255,3.289122672
190.0,345.7348861,0.084688083,3.289486746
