"age","bmass","mu","sigma","nu"
20,126.6,250.883790835932,0.098229257247425,1.67368251251533
20,126.7,250.958340927328,0.0982361868102373,1.67264374065578
20,126.8,251.033229892652,0.0982431168350895,1.6716057883402
20,126.9,251.108461943232,0.0982500473224322,1.67056865427642
20,127,251.184041296477,0.0982569782727163,1.66953233717537
20,127.1,251.259972175882,0.0982639096863928,1.66849683575098
20,127.2,251.336258811076,0.0982708415639129,1.66746214872025
20,127.3,251.412905437784,0.0982777739057276,1.66642827480318
20,127.4,251.489916298277,0.0982847067122886,1.6653952127228
20,127.5,251.567295641291,0.0982916399840471,1.66436296120514
20,127.6,251.645047721971,0.0982985737214548,1.66333151897923
20,127.7,251.723176801835,0.0983055079249635,1.66230088477708
20,127.8,251.801687148976,0.0983124425950249,1.66127105733368
20,127.9,251.880583038118,0.098319377732091,1.660242035387
20,128,251.959868750677,0.0983263133366138,1.65921381767795
20,128.1,252.03954857484,0.0983332494090457,1.6581864029504
20,128.2,252.119626805597,0.0983401859498389,1.65715978995116
20,128.3,252.200107744804,0.0983471229594459,1.65613397742998
20,128.4,252.28099570126,0.0983540604383192,1.65510896413951
20,128.5,252.362294990765,0.0983609983869115,1.65408474883534
20,128.6,252.444009936168,0.0983679368056757,1.65306133027594
20,128.7,252.526144867361,0.0983748756950646,1.65203870722269
20,128.8,252.608704121709,0.0983818150555313,1.65101687843986
20,128.9,252.691692043587,0.098388754887529,1.64999584269457
20,129,252.775112984992,0.0983956951915109,1.64897559875685
20,129.1,252.858971320593,0.0984026359679313,1.64795614539955
20,129.2,252.943271413299,0.0984095772172433,1.64693748139839
20,129.3,253.028017627323,0.0984165189399003,1.64591960553194
20,129.4,253.113214334498,0.0984234611363555,1.64490251658158
20,129.5,253.19886591435,0.0984304038070624,1.64388621333153
20,129.6,253.284976754175,0.0984373469524747,1.64287069456883
20,129.7,253.371551249109,0.0984442905730458,1.6418559590833
20,129.8,253.458593821957,0.0984512346692305,1.64084200566759
20,129.9,253.546108982567,0.0984581792414873,1.63982883311712
20,130,253.634101268758,0.0984651242902756,1.6388164402301
20,130.1,253.722575183707,0.0984720698160529,1.6378048258075
20,130.2,253.811535067035,0.0984790158192691,1.63679398865308
20,130.3,253.900985223551,0.0984859623003725,1.63578392757332
20,130.4,253.990929966256,0.0984929092598111,1.63477464137747
20,130.5,254.08137361643,0.0984998566980334,1.63376612887752
20,130.6,254.172320503703,0.0985068046154878,1.63275838888817
20,130.7,254.26377496614,0.098513753012623,1.63175142022687
20,130.8,254.355741563728,0.0985207018898971,1.63074522171376
20,130.9,254.448225719313,0.0985276512478073,1.62973979217169
20,131,254.541233079548,0.0985346010868606,1.62873513042622
20,131.1,254.634769301748,0.0985415514075639,1.62773123530558
20,131.2,254.728839611125,0.0985485022104044,1.62672810564069
20,131.3,254.823447470972,0.0985554534957893,1.62572574026514
20,131.4,254.91859590906,0.0985624052641059,1.62472413801519
