bodyMass,mu,sigma,nu
144.5,404.0900286,0.080690952,3.337881672
144.6,404.2212265,0.080697776,3.334963354
144.7,404.3524304,0.0807046,3.332047055
144.8,404.4836252,0.080711424,3.32913277
144.9,404.614796,0.080718249,3.326220497
145.0,404.7459278,0.080725075,3.323310233
145.1,404.8770055,0.080731901,3.320401975
145.2,405.0080143,0.080738727,3.317495721
145.3,405.1389389,0.080745555,3.314591468
145.4,405.2697643,0.080752383,3.311689214
145.5,405.4004755,0.080759211,3.308788954
145.6,405.5310573,0.08076604,3.305890687
145.7,405.6614945,0.08077287,3.30299441
145.8,405.7917721,0.0807797,3.30010012
145.9,405.9218749,0.08078653,3.297207815
146.0,406.0517876,0.080793362,3.294317491
146.1,406.1814951,0.080800194,3.291429146
146.2,406.3109822,0.080807026,3.288542778
146.3,406.4402336,0.080813859,3.285658383
146.4,406.569234,0.080820693,3.282775959
146.5,406.6979682,0.080827527,3.279895503
146.6,406.8264208,0.080834362,3.277017013
146.7,406.9545765,0.080841197,3.274140486
146.8,407.0824201,0.080848033,3.271265918
146.9,407.2099361,0.080854869,3.268393309
147.0,407.3371092,0.080861706,3.265522654
147.1,407.463924,0.080868544,3.262653951
147.2,407.590365,0.080875382,3.259787198
147.3,407.7164169,0.080882221,3.256922391
147.4,407.8420642,0.08088906,3.254059529
147.5,407.9672914,0.0808959,3.251198608
147.6,408.0920831,0.08090274,3.248339627
147.7,408.2164237,0.080909582,3.245482581
147.8,408.3402978,0.080916423,3.24262747
147.9,408.4636898,0.080923265,3.239774289
148.0,408.5865841,0.080930108,3.236923037
148.1,408.7089654,0.080936951,3.234073711
148.2,408.8308178,0.080943795,3.231226308
148.3,408.952126,0.08095064,3.228380825
148.4,409.0728742,0.080957485,3.225537261
148.5,409.1930468,0.08096433,3.222695613
148.6,409.3126341,0.080971177,3.219855877
148.7,409.4316284,0.080978023,3.217018051
148.8,409.5500222,0.080984871,3.214182134
148.9,409.6678078,0.080991719,3.211348121
149.0,409.7849782,0.080998567,3.208516012
149.1,409.9015258,0.081005416,3.205685802
149.2,410.0174433,0.081012266,3.20285749
149.3,410.1327232,0.081019116,3.200031073
149.4,410.2473581,0.081025967,3.197206548
149.5,410.3613406,0.081032818,3.194383914
149.6,410.4746633,0.08103967,3.191563166
149.7,410.5873186,0.081046522,3.188744304
149.8,410.6992993,0.081053375,3.185927324
149.9,410.8105977,0.081060229,3.183112224
150.0,410.9212065,0.081067083,3.180299001
150.1,411.0311182,0.081073938,3.177487654
150.2,411.1403254,0.081080793,3.174678178
150.3,411.2488206,0.081087649,3.171870572
150.4,411.3565963,0.081094506,3.169064834
150.5,411.463645,0.081101363,3.166260961
150.6,411.5699594,0.08110822,3.16345895
150.7,411.6755318,0.081115079,3.160658799
150.8,411.7803549,0.081121937,3.157860505
150.9,411.8844211,0.081128797,3.155064067
151.0,411.987723,0.081135657,3.152269481
151.1,412.0902531,0.081142517,3.149476745
151.2,412.1920039,0.081149378,3.146685857
151.3,412.2929679,0.08115624,3.143896814
151.4,412.3931375,0.081163102,3.141109614
151.5,412.4925054,0.081169965,3.138324254
151.6,412.591064,0.081176828,3.135540732
151.7,412.6888058,0.081183692,3.132759046
151.8,412.7857233,0.081190556,3.129979192
151.9,412.881809,0.081197421,3.12720117
152.0,412.9770553,0.081204287,3.124424975
152.1,413.0714549,0.081211153,3.121650607
152.2,413.1650002,0.08121802,3.118878061
152.3,413.2576836,0.081224887,3.116107337
152.4,413.3494977,0.081231755,3.113338432
152.5,413.440435,0.081238624,3.110571343
152.6,413.5304879,0.081245493,3.107806067
152.7,413.6196489,0.081252363,3.105042604
152.8,413.7079105,0.081259233,3.102280949
152.9,413.7952653,0.081266103,3.099521101
153.0,413.8817056,0.081272975,3.096763058
153.1,413.9672241,0.081279847,3.094006816
153.2,414.0518131,0.081286719,3.091252374
153.3,414.1354652,0.081293592,3.08849973
153.4,414.2181728,0.081300466,3.085748881
153.5,414.2999285,0.08130734,3.082999824
153.6,414.3807247,0.081314215,3.080252558
153.7,414.460554,0.08132109,3.077507079
153.8,414.5394087,0.081327966,3.074763387
153.9,414.6172816,0.081334843,3.072021477
154.0,414.6941649,0.08134172,3.069281349
154.1,414.7700513,0.081348597,3.066543
154.2,414.8449331,0.081355476,3.063806427
154.3,414.9188031,0.081362354,3.061071628
154.4,414.9916537,0.081369234,3.0583386
154.5,415.0634775,0.081376114,3.055607343
154.6,415.1342669,0.081382994,3.052877852
154.7,415.2040143,0.081389875,3.050150127
154.8,415.272712,0.081396757,3.047424164
154.9,415.3403526,0.081403639,3.044699962
155.0,415.4069283,0.081410522,3.041977517
155.1,415.4724351,0.081417405,3.039256829
155.2,415.5368584,0.081424289,3.036537894
155.3,415.6001709,0.081431174,3.03382071
155.4,415.6623892,0.081438059,3.031105276
155.5,415.7235413,0.081444944,3.028391588
155.6,415.7836552,0.08145183,3.025679645
155.7,415.8427589,0.081458717,3.022969444
155.8,415.9008803,0.081465605,3.020260984
155.9,415.9580476,0.081472492,3.017554261
156.0,416.0142889,0.081479381,3.014849274
156.1,416.0696321,0.08148627,3.01214602
156.2,416.1241055,0.08149316,3.009444498
156.3,416.1777371,0.08150005,3.006744704
156.4,416.2305555,0.081506941,3.004046637
156.5,416.2825916,0.081513832,3.001350295
156.6,416.3338775,0.081520724,2.998655675
156.7,416.3844453,0.081527616,2.995962775
156.8,416.4343267,0.08153451,2.993271594
156.9,416.4835517,0.081541403,2.990582127
157.0,416.5321497,0.081548297,2.987894375
157.1,416.5801505,0.081555192,2.985208334
157.2,416.6275841,0.081562088,2.982524002
157.3,416.674481,0.081568983,2.979841377
157.4,416.7208715,0.08157588,2.977160458
157.5,416.766786,0.081582777,2.97448124
157.6,416.8122548,0.081589675,2.971803724
157.7,416.8573081,0.081596573,2.969127905
157.8,416.9019763,0.081603472,2.966453783
157.9,416.9462897,0.081610371,2.963781356
158.0,416.9902786,0.081617271,2.96111062
158.1,417.0339735,0.081624172,2.958441573
158.2,417.0774046,0.081631073,2.955774215
158.3,417.1206023,0.081637975,2.953108542
158.4,417.1635971,0.081644877,2.950444552
158.5,417.2064194,0.08165178,2.947782244
158.6,417.2490996,0.081658683,2.945121615
158.7,417.2916681,0.081665587,2.942462663
158.8,417.3341555,0.081672492,2.939805386
158.9,417.376592,0.081679397,2.937149782
159.0,417.4190083,0.081686302,2.934495848
159.1,417.4614349,0.081693209,2.931843583
159.2,417.5039021,0.081700116,2.929192985
159.3,417.5464406,0.081707023,2.926544051
159.4,417.5890808,0.081713931,2.923896779
159.5,417.6318534,0.08172084,2.921251167
159.6,417.6747888,0.081727749,2.918607214
159.7,417.7179176,0.081734659,2.915964917
159.8,417.7612704,0.081741569,2.913324274
159.9,417.8048777,0.08174848,2.910685283
160.0,417.8487703,0.081755391,2.908047941
160.1,417.8929787,0.081762303,2.905412248
160.2,417.9375335,0.081769216,2.9027782
160.3,417.9824654,0.081776129,2.900145796
160.4,418.027805,0.081783043,2.897515034
160.5,418.073583,0.081789957,2.894885911
160.6,418.1198301,0.081796872,2.892258426
160.7,418.166577,0.081803788,2.889632576
160.8,418.2138544,0.081810704,2.88700836
160.9,418.2616932,0.081817621,2.884385775
161.0,418.3101239,0.081824538,2.88176482
161.1,418.3591772,0.081831456,2.879145492
161.2,418.4088838,0.081838374,2.87652779
161.3,418.4592748,0.081845293,2.873911711
161.4,418.5103815,0.081852213,2.871297253
161.5,418.562235,0.081859133,2.868684415
161.6,418.6148658,0.081866054,2.866073194
161.7,418.6683032,0.081872975,2.863463588
161.8,418.7225764,0.081879897,2.860855596
161.9,418.7777161,0.081886819,2.858249215
162.0,418.8337568,0.081893742,2.855644444
162.1,418.8907342,0.081900666,2.853041279
162.2,418.9486841,0.08190759,2.850439721
162.3,419.0076341,0.081914515,2.847839765
162.4,419.0675796,0.08192144,2.845241412
162.5,419.1285076,0.081928366,2.842644657
162.6,419.1904055,0.081935293,2.8400495
162.7,419.2532603,0.08194222,2.837455939
162.8,419.3170593,0.081949148,2.834863971
162.9,419.3817896,0.081956076,2.832273595
163.0,419.4474384,0.081963005,2.829684809
163.1,419.513993,0.081969934,2.82709761
163.2,419.5814404,0.081976864,2.824511997
163.3,419.6497678,0.081983795,2.821927968
163.4,419.7189625,0.081990726,2.819345521
163.5,419.7890115,0.081997658,2.816764654
163.6,419.8599021,0.08200459,2.814185365
163.7,419.9316213,0.082011523,2.811607652
163.8,420.0041565,0.082018456,2.809031513
163.9,420.0774946,0.082025391,2.806456946
164.0,420.1516228,0.082032325,2.80388395
164.1,420.2265284,0.08203926,2.801312522
164.2,420.3021984,0.082046196,2.798742661
164.3,420.3786199,0.082053133,2.796174364
164.4,420.4557801,0.08206007,2.79360763
164.5,420.533666,0.082067007,2.791042457
164.6,420.6122649,0.082073945,2.788478842
164.7,420.6915638,0.082080884,2.785916785
164.8,420.7715498,0.082087823,2.783356283
164.9,420.85221,0.082094763,2.780797334
165.0,420.9335315,0.082101704,2.778239936
165.1,421.0155012,0.082108645,2.775684088
165.2,421.0981054,0.082115587,2.773129787
165.3,421.1813303,0.082122529,2.770577032
165.4,421.2651627,0.082129472,2.768025821
165.5,421.3495898,0.082136415,2.765476152
165.6,421.4345984,0.082143359,2.762928023
165.7,421.5201755,0.082150304,2.760381433
165.8,421.6063079,0.082157249,2.757836378
165.9,421.6929824,0.082164194,2.755292859
166.0,421.780186,0.082171141,2.752750872
166.1,421.8679053,0.082178088,2.750210415
166.2,421.9561274,0.082185035,2.747671488
166.3,422.0448389,0.082191983,2.745134088
166.4,422.1340268,0.082198932,2.742598214
166.5,422.2236778,0.082205881,2.740063863
166.6,422.3137787,0.082212831,2.737531033
166.7,422.4043164,0.082219781,2.734999724
166.8,422.4952775,0.082226732,2.732469932
166.9,422.5866489,0.082233684,2.729941657
167.0,422.6784173,0.082240636,2.727414896
167.1,422.7705694,0.082247589,2.724889647
167.2,422.863092,0.082254542,2.72236591
167.3,422.9559719,0.082261496,2.719843681
167.4,423.0491956,0.082268451,2.717322959
167.5,423.1427499,0.082275406,2.714803743
167.6,423.2366216,0.082282361,2.712286031
167.7,423.3307972,0.082289318,2.70976982
167.8,423.4252634,0.082296274,2.707255109
167.9,423.5200069,0.082303232,2.704741896
168.0,423.6150144,0.08231019,2.70223018
168.1,423.7102724,0.082317148,2.699719959
168.2,423.8057676,0.082324108,2.69721123
168.3,423.9014865,0.082331067,2.694703992
168.4,423.9974159,0.082338028,2.692198244
168.5,424.0935424,0.082344989,2.689693983
168.6,424.1898526,0.08235195,2.687191208
168.7,424.2863331,0.082358912,2.684689917
168.8,424.3829704,0.082365875,2.682190108
168.9,424.4797508,0.082372838,2.679691779
169.0,424.5766606,0.082379802,2.67719493
169.1,424.6736858,0.082386766,2.674699557
169.2,424.7708133,0.082393732,2.67220566
169.3,424.8680315,0.082400697,2.669713236
169.4,424.9653297,0.082407663,2.667222284
169.5,425.0626967,0.08241463,2.664732802
169.6,425.1601216,0.082421598,2.662244788
169.7,425.2575934,0.082428566,2.659758241
169.8,425.3551012,0.082435534,2.657273158
169.9,425.4526339,0.082442503,2.654789539
