bodyMass,mu,sigma,nu
80.7,334.0717021,0.076462351,5.79528825
80.8,334.2416788,0.076468775,5.790064191
80.9,334.4114886,0.0764752,5.784846593
81.0,334.5811333,0.076481626,5.77963544
81.1,334.7506152,0.076488052,5.774430718
81.2,334.919936,0.076494479,5.769232408
81.3,335.0890979,0.076500907,5.764040497
81.4,335.2581029,0.076507335,5.758854968
81.5,335.4269529,0.076513764,5.753675806
81.6,335.5956501,0.076520193,5.748502994
81.7,335.7641963,0.076526623,5.743336518
81.8,335.9325938,0.076533053,5.738176362
81.9,336.1008444,0.076539484,5.73302251
82.0,336.2689503,0.076545916,5.727874947
82.1,336.4369134,0.076552348,5.722733657
82.2,336.6047359,0.07655878,5.717598627
82.3,336.7724198,0.076565214,5.712469839
82.4,336.9399672,0.076571648,5.707347279
82.5,337.1073801,0.076578082,5.702230933
82.6,337.2746605,0.076584517,5.697120784
82.7,337.4418107,0.076590953,5.692016818
82.8,337.6088326,0.076597389,5.68691902
82.9,337.7757283,0.076603826,5.681827375
83.0,337.9425,0.076610263,5.676741868
83.1,338.1091497,0.076616701,5.671662485
83.2,338.2756795,0.07662314,5.66658921
83.3,338.4420915,0.076629579,5.66152203
83.4,338.6083879,0.076636019,5.656460929
83.5,338.7745707,0.076642459,5.651405892
83.6,338.9406421,0.0766489,5.646356906
83.7,339.1066042,0.076655342,5.641313956
83.8,339.272459,0.076661784,5.636277027
83.9,339.4382089,0.076668227,5.631246106
84.0,339.6038558,0.07667467,5.626221177
84.1,339.769402,0.076681114,5.621202227
84.2,339.9348495,0.076687558,5.61618924
84.3,340.1002006,0.076694004,5.611182204
84.4,340.2654574,0.076700449,5.606181105
84.5,340.430622,0.076706896,5.601185927
84.6,340.5956966,0.076713343,5.596196657
84.7,340.7606834,0.07671979,5.59121328
84.8,340.9255846,0.076726238,5.586235785
84.9,341.0904023,0.076732687,5.581264155
85.0,341.2551387,0.076739137,5.576298378
85.1,341.419796,0.076745587,5.571338439
85.2,341.5843764,0.076752037,5.566384325
85.3,341.7488821,0.076758488,5.561436023
85.4,341.9133154,0.07676494,5.556493518
85.5,342.0776783,0.076771392,5.551556798
85.6,342.2419731,0.076777845,5.546625847
85.7,342.4062021,0.076784299,5.541700654
85.8,342.5703675,0.076790753,5.536781205
85.9,342.7344714,0.076797208,5.531867486
86.0,342.898516,0.076803664,5.526959484
86.1,343.0625036,0.07681012,5.522057186
86.2,343.2264372,0.076816576,5.517160578
86.3,343.3903186,0.076823034,5.512269647
86.4,343.5541476,0.076829492,5.50738438
86.5,343.7179239,0.07683595,5.502504764
86.6,343.8816451,0.076842409,5.497630787
86.7,344.0453079,0.076848869,5.492762434
86.8,344.2089095,0.076855329,5.487899693
86.9,344.3724471,0.07686179,5.483042551
87.0,344.5359179,0.076868252,5.478190995
87.1,344.6993192,0.076874714,5.473345013
87.2,344.862648,0.076881177,5.468504591
87.3,345.0259017,0.076887641,5.463669716
87.4,345.1890773,0.076894105,5.458840377
87.5,345.3521721,0.07690057,5.45401656
87.6,345.5151833,0.076907035,5.449198253
87.7,345.6781079,0.076913501,5.444385444
87.8,345.8409432,0.076919967,5.439578119
87.9,346.0036863,0.076926435,5.434776266
88.0,346.1663343,0.076932903,5.429979872
88.1,346.3288845,0.076939371,5.425188927
88.2,346.4913339,0.07694584,5.420403416
88.3,346.6536798,0.07695231,5.415623328
88.4,346.8159191,0.07695878,5.41084865
88.5,346.9780492,0.076965251,5.406079371
88.6,347.140067,0.076971723,5.401315477
88.7,347.3019696,0.076978195,5.396556957
88.8,347.4637543,0.076984668,5.391803799
88.9,347.6254182,0.076991142,5.387055991
89.0,347.7869582,0.076997616,5.38231352
89.1,347.9483715,0.077004091,5.377576375
89.2,348.1096553,0.077010566,5.372844543
89.3,348.2708066,0.077017042,5.368118014
89.4,348.4318224,0.077023519,5.363396774
89.5,348.5926999,0.077029996,5.358680812
89.6,348.7534362,0.077036474,5.353970117
89.7,348.9140282,0.077042953,5.349264676
89.8,349.0744732,0.077049432,5.344564478
89.9,349.234768,0.077055912,5.339869511
90.0,349.3949099,0.077062393,5.335179764
90.1,349.5548958,0.077068874,5.330495224
90.2,349.7147227,0.077075356,5.325815881
90.3,349.8743878,0.077081838,5.321141723
90.4,350.0338881,0.077088321,5.316472738
90.5,350.1932205,0.077094805,5.311808915
90.6,350.3523822,0.077101289,5.307150243
90.7,350.5113701,0.077107774,5.30249671
90.8,350.6701813,0.07711426,5.297848305
90.9,350.8288128,0.077120747,5.293205016
91.0,350.9872615,0.077127234,5.288566833
91.1,351.1455245,0.077133721,5.283933744
91.2,351.3035988,0.07714021,5.279305737
91.3,351.4614814,0.077146698,5.274682803
91.4,351.6191693,0.077153188,5.270064929
91.5,351.7766594,0.077159678,5.265452105
91.6,351.9339488,0.077166169,5.260844319
91.7,352.0910343,0.077172661,5.256241561
91.8,352.2479131,0.077179153,5.25164382
91.9,352.404582,0.077185646,5.247051084
92.0,352.5610381,0.07719214,5.242463343
92.1,352.7172782,0.077198634,5.237880586
92.2,352.8732993,0.077205129,5.233302803
92.3,353.0290985,0.077211624,5.228729981
92.4,353.1846725,0.07721812,5.224162111
92.5,353.3400185,0.077224617,5.219599183
92.6,353.4951332,0.077231115,5.215041184
92.7,353.6500137,0.077237613,5.210488105
92.8,353.8046569,0.077244112,5.205939935
92.9,353.9590596,0.077250611,5.201396663
93.0,354.1132189,0.077257111,5.19685828
93.1,354.2671315,0.077263612,5.192324773
93.2,354.420794,0.077270113,5.187796134
93.3,354.5742061,0.077276616,5.183272351
93.4,354.7273705,0.077283118,5.178753413
93.5,354.880294,0.077289622,5.174239312
93.6,355.0329829,0.077296126,5.169730036
93.7,355.1854433,0.077302631,5.165225575
93.8,355.3376815,0.077309136,5.160725919
93.9,355.4897039,0.077315642,5.156231057
94.0,355.6415167,0.077322149,5.15174098
94.1,355.7931263,0.077328657,5.147255677
94.2,355.9445389,0.077335165,5.142775137
94.3,356.0957608,0.077341674,5.138299352
94.4,356.2467984,0.077348183,5.13382831
94.5,356.3976581,0.077354693,5.129362003
94.6,356.5483462,0.077361204,5.124900419
94.7,356.6988691,0.077367716,5.120443548
94.8,356.8492331,0.077374228,5.115991382
94.9,356.9994447,0.077380741,5.111543909
95.0,357.1495102,0.077387254,5.107101121
95.1,357.2994361,0.077393768,5.102663006
95.2,357.4492288,0.077400283,5.098229556
95.3,357.5988947,0.077406799,5.093800761
95.4,357.7484404,0.077413315,5.08937661
95.5,357.8978721,0.077419832,5.084957095
95.6,358.0471965,0.077426349,5.080542204
95.7,358.1964201,0.077432868,5.07613193
95.8,358.3455492,0.077439387,5.071726261
95.9,358.4945904,0.077445906,5.067325189
96.0,358.6435502,0.077452426,5.062928703
96.1,358.7924352,0.077458947,5.058536795
96.2,358.9412519,0.077465469,5.054149455
96.3,359.0900069,0.077471991,5.049766673
96.4,359.2387066,0.077478514,5.04538844
96.5,359.3873578,0.077485038,5.041014746
96.6,359.5359669,0.077491562,5.036645582
96.7,359.6845405,0.077498087,5.032280939
96.8,359.8330853,0.077504613,5.027920807
96.9,359.9816079,0.077511139,5.023565177
97.0,360.130115,0.077517666,5.01921404
97.1,360.278613,0.077524194,5.014867386
97.2,360.4271088,0.077530722,5.010525206
97.3,360.5756089,0.077537251,5.006187491
97.4,360.7241201,0.077543781,5.001854232
97.5,360.8726489,0.077550312,4.99752542
97.6,361.0212022,0.077556843,4.993201045
97.7,361.1697866,0.077563374,4.988881098
97.8,361.3184089,0.077569907,4.984565571
97.9,361.4670757,0.07757644,4.980254455
98.0,361.6157938,0.077582974,4.975947739
98.1,361.7645699,0.077589508,4.971645416
98.2,361.9134109,0.077596044,4.967347477
98.3,362.0623234,0.07760258,4.963053912
98.4,362.2113143,0.077609116,4.958764712
98.5,362.3603904,0.077615653,4.954479869
98.6,362.5095584,0.077622191,4.950199375
98.7,362.6588253,0.07762873,4.945923219
98.8,362.8081977,0.077635269,4.941651393
98.9,362.9576826,0.077641809,4.937383889
99.0,363.1072867,0.07764835,4.933120698
99.1,363.2570171,0.077654891,4.928861811
99.2,363.4068804,0.077661433,4.924607219
99.3,363.5568837,0.077667976,4.920356914
99.4,363.7070338,0.07767452,4.916110888
99.5,363.8573376,0.077681064,4.91186913
99.6,364.007802,0.077687608,4.907631634
99.7,364.158434,0.077694154,4.90339839
99.8,364.3092406,0.0777007,4.89916939
99.9,364.4602288,0.077707247,4.894944625
100.0,364.611405,0.077713795,4.890724087
100.1,364.7627778,0.077720343,4.886507767
100.2,364.9143502,0.077726892,4.882295658
100.3,365.0661063,0.077733441,4.87808775
100.4,365.2180289,0.077739992,4.873884035
100.5,365.3701006,0.077746543,4.869684506
100.6,365.5223013,0.077753094,4.865489152
100.7,365.6746117,0.077759647,4.861297967
100.8,365.8270127,0.0777662,4.857110942
100.9,365.9794852,0.077772754,4.852928069
101.0,366.1320098,0.077779308,4.848749339
101.1,366.2845674,0.077785863,4.844574745
101.2,366.4371387,0.077792419,4.840404278
101.3,366.5897044,0.077798976,4.836237929
101.4,366.7422452,0.077805533,4.832075692
101.5,366.8947417,0.077812091,4.827917557
101.6,367.0471745,0.077818649,4.823763517
101.7,367.1995241,0.077825208,4.819613564
101.8,367.3517712,0.077831768,4.815467689
101.9,367.5038962,0.077838329,4.811325885
102.0,367.6558796,0.07784489,4.807188143
102.1,367.8077018,0.077851452,4.803054456
102.2,367.9593433,0.077858015,4.798924816
102.3,368.1107844,0.077864578,4.794799214
102.4,368.2620055,0.077871142,4.790677643
102.5,368.4129869,0.077877707,4.786560096
102.6,368.5637089,0.077884273,4.782446563
102.7,368.7141517,0.077890839,4.778337038
102.8,368.8642955,0.077897406,4.774231512
102.9,369.0141206,0.077903973,4.770129978
103.0,369.1636071,0.077910541,4.766032428
103.1,369.3127351,0.07791711,4.761938855
103.2,369.4614848,0.07792368,4.75784925
103.3,369.6098362,0.07793025,4.753763605
103.4,369.7577694,0.077936821,4.749681914
103.5,369.9052643,0.077943392,4.745604169
103.6,370.0523009,0.077949964,4.741530361
103.7,370.1988593,0.077956537,4.737460484
103.8,370.3449192,0.077963111,4.73339453
103.9,370.4904607,0.077969685,4.729332491
104.0,370.6354636,0.07797626,4.725274359
104.1,370.7799076,0.077982836,4.721220128
104.2,370.9237727,0.077989412,4.71716979
104.3,371.0670386,0.077995989,4.713123336
104.4,371.209685,0.078002567,4.709080761
104.5,371.3516918,0.078009145,4.705042055
104.6,371.4930385,0.078015725,4.701007213
104.7,371.6337049,0.078022304,4.696976226
104.8,371.7736706,0.078028885,4.692949088
104.9,371.9129152,0.078035466,4.68892579
105.0,372.0514184,0.078042048,4.684906326
105.1,372.1891597,0.07804863,4.680890688
105.2,372.3261186,0.078055213,4.676878869
105.3,372.4622747,0.078061797,4.672870862
105.4,372.5976075,0.078068381,4.668866659
105.5,372.7320964,0.078074967,4.664866253
105.6,372.865721,0.078081552,4.660869638
105.7,372.9984606,0.078088139,4.656876805
105.8,373.1302946,0.078094726,4.652887749
105.9,373.2612026,0.078101314,4.64890246
106.0,373.3911637,0.078107903,4.644920934
106.1,373.5201574,0.078114492,4.640943161
106.2,373.648163,0.078121082,4.636969136
106.3,373.7751598,0.078127672,4.632998851
106.4,373.9011271,0.078134263,4.6290323
106.5,374.0260442,0.078140855,4.625069474
106.6,374.1498904,0.078147448,4.621110368
106.7,374.2726448,0.078154041,4.617154974
106.8,374.3942867,0.078160635,4.613203286
106.9,374.5147953,0.07816723,4.609255295
107.0,374.6341497,0.078173825,4.605310996
107.1,374.7523316,0.078180421,4.601370382
107.2,374.8693353,0.078187018,4.597433445
107.3,374.9851607,0.078193615,4.59350018
107.4,375.0998073,0.078200213,4.589570578
107.5,375.2132748,0.078206812,4.585644633
107.6,375.3255628,0.078213411,4.581722339
107.7,375.4366711,0.078220011,4.577803688
107.8,375.5465993,0.078226612,4.573888674
107.9,375.6553471,0.078233213,4.56997729
108.0,375.7629142,0.078239815,4.566069529
108.1,375.8693003,0.078246417,4.562165385
108.2,375.9745052,0.078253021,4.558264851
108.3,376.0785286,0.078259625,4.55436792
108.4,376.1813703,0.078266229,4.550474586
108.5,376.2830301,0.078272835,4.546584842
108.6,376.3835077,0.078279441,4.542698681
108.7,376.4828029,0.078286047,4.538816097
108.8,376.5809155,0.078292655,4.534937083
108.9,376.6778453,0.078299263,4.531061633
109.0,376.7735923,0.078305871,4.52718974
109.1,376.8681561,0.078312481,4.523321397
109.2,376.9615367,0.078319091,4.519456598
109.3,377.053734,0.078325701,4.515595337
109.4,377.1447477,0.078332313,4.511737608
109.5,377.2345779,0.078338925,4.507883402
109.6,377.3232244,0.078345537,4.504032715
109.7,377.410687,0.07835215,4.50018554
109.8,377.4969658,0.078358764,4.49634187
109.9,377.5820607,0.078365379,4.4925017
110.0,377.6659716,0.078371994,4.488665021
110.1,377.7486973,0.07837861,4.48483183
110.2,377.8302368,0.078385227,4.481002118
110.3,377.9105906,0.078391844,4.47717588
110.4,377.9897593,0.078398462,4.473353109
110.5,378.0677436,0.07840508,4.469533799
110.6,378.144544,0.0784117,4.465717944
110.7,378.2201612,0.078418319,4.461905538
110.8,378.2945958,0.07842494,4.458096574
110.9,378.3678483,0.078431561,4.454291046
111.0,378.4399196,0.078438183,4.450488948
111.1,378.5108103,0.078444805,4.446690274
111.2,378.580521,0.078451428,4.442895018
111.3,378.6490524,0.078458052,4.439103172
111.4,378.7164053,0.078464677,4.435314733
111.5,378.7825799,0.078471302,4.431529692
111.6,378.8475745,0.078477927,4.427748045
111.7,378.911387,0.078484554,4.423969785
111.8,378.9740154,0.078491181,4.420194905
111.9,379.0354576,0.078497808,4.416423401
112.0,379.0957115,0.078504437,4.412655266
112.1,379.1547749,0.078511066,4.408890493
112.2,379.212646,0.078517695,4.405129078
112.3,379.2693226,0.078524325,4.401371013
112.4,379.3248026,0.078530956,4.397616293
112.5,379.3790842,0.078537588,4.393864913
112.6,379.4321652,0.07854422,4.390116865
112.7,379.4840464,0.078550853,4.386372145
112.8,379.5347328,0.078557486,4.382630745
112.9,379.5842301,0.07856412,4.378892661
113.0,379.6325439,0.078570755,4.375157887
113.1,379.6796797,0.078577391,4.371426417
113.2,379.7256432,0.078584027,4.367698244
113.3,379.7704399,0.078590663,4.363973363
113.4,379.8140757,0.078597301,4.360251768
113.5,379.856556,0.078603939,4.356533454
113.6,379.8978866,0.078610577,4.352818414
113.7,379.9380731,0.078617216,4.349106643
113.8,379.9771213,0.078623856,4.345398135
113.9,380.0150369,0.078630497,4.341692885
114.0,380.0518255,0.078637138,4.337990886
114.1,380.087493,0.07864378,4.334292133
114.2,380.122045,0.078650422,4.330596621
114.3,380.1554874,0.078657065,4.326904343
114.4,380.1878266,0.078663709,4.323215294
114.5,380.2190856,0.078670353,4.319529468
114.6,380.2493038,0.078676998,4.31584686
114.7,380.2785214,0.078683644,4.312167464
114.8,380.3067785,0.07869029,4.308491274
114.9,380.3341155,0.078696937,4.304818286
115.0,380.3605724,0.078703584,4.301148492
115.1,380.3861879,0.078710233,4.297481888
115.2,380.410994,0.078716881,4.293818469
115.3,380.435021,0.078723531,4.290158228
115.4,380.458299,0.078730181,4.28650116
115.5,380.4808585,0.078736832,4.28284726
115.6,380.5027297,0.078743483,4.279196523
115.7,380.5239431,0.078750135,4.275548941
115.8,380.5445289,0.078756787,4.271904512
115.9,380.5645176,0.07876344,4.268263228
116.0,380.5839394,0.078770094,4.264625084
116.1,380.6028247,0.078776749,4.260990075
116.2,380.621204,0.078783404,4.257358196
116.3,380.6391076,0.07879006,4.253729441
116.4,380.656566,0.078796716,4.250103805
116.5,380.6736095,0.078803373,4.246481283
116.6,380.6902685,0.07881003,4.242861868
116.7,380.7065734,0.078816689,4.239245556
116.8,380.7225548,0.078823347,4.235632342
116.9,380.738243,0.078830007,4.23202222
117.0,380.7536684,0.078836667,4.228415185
117.1,380.7688616,0.078843328,4.224811232
117.2,380.7838529,0.078849989,4.221210354
117.3,380.7986727,0.078856651,4.217612548
117.4,380.8133515,0.078863314,4.214017808
117.5,380.8279197,0.078869977,4.210426129
117.6,380.8424075,0.078876641,4.206837505
117.7,380.8568455,0.078883305,4.203251931
117.8,380.871264,0.07888997,4.199669402
117.9,380.8856934,0.078896636,4.196089913
118.0,380.9001641,0.078903302,4.192513459
118.1,380.9147066,0.078909969,4.188940035
118.2,380.9293512,0.078916637,4.185369635
118.3,380.9441284,0.078923305,4.181802254
118.4,380.9590686,0.078929974,4.178237888
118.5,380.9742022,0.078936643,4.174676531
118.6,380.9895597,0.078943313,4.171118178
118.7,381.0051715,0.078949984,4.167562824
118.8,381.0210681,0.078956655,4.164010464
118.9,381.0372798,0.078963327,4.160461093
119.0,381.0538373,0.07897,4.156914705
119.1,381.0707709,0.078976673,4.153371297
119.2,381.0881116,0.078983347,4.149830863
119.3,381.1058929,0.078990021,4.146293397
119.4,381.1241485,0.078996696,4.142758896
119.5,381.1429124,0.079003372,4.139227353
119.6,381.1622186,0.079010048,4.135698765
119.7,381.1821009,0.079016725,4.132173125
119.8,381.2025933,0.079023402,4.12865043
119.9,381.2237298,0.07903008,4.125130674
120.0,381.2455442,0.079036759,4.121613852
120.1,381.2680705,0.079043438,4.11809996
120.2,381.2913428,0.079050118,4.114588993
120.3,381.315395,0.079056799,4.111080945
120.4,381.3402611,0.07906348,4.107575812
120.5,381.3659752,0.079070162,4.104073589
120.6,381.3925661,0.079076844,4.100574271
120.7,381.4200419,0.079083527,4.097077854
120.8,381.4484057,0.07909021,4.093584332
120.9,381.4776606,0.079096895,4.090093701
121.0,381.5078094,0.07910358,4.086605956
121.1,381.5388552,0.079110265,4.083121092
121.2,381.5708011,0.079116951,4.079639105
121.3,381.60365,0.079123638,4.076159989
121.4,381.6374051,0.079130325,4.072683741
121.5,381.6720694,0.079137013,4.069210355
121.6,381.707646,0.079143701,4.065739826
121.7,381.7441379,0.07915039,4.06227215
121.8,381.7815481,0.07915708,4.058807323
121.9,381.8198799,0.07916377,4.055345339
122.0,381.8591362,0.079170461,4.051886194
122.1,381.8993177,0.079177153,4.048429883
122.2,381.9404147,0.079183845,4.044976401
122.3,381.9824151,0.079190537,4.041525745
122.4,382.0253069,0.079197231,4.038077909
122.5,382.0690792,0.079203925,4.034632888
122.6,382.1137272,0.079210619,4.031190679
122.7,382.1592472,0.079217314,4.027751276
122.8,382.2056356,0.07922401,4.024314675
122.9,382.2528889,0.079230706,4.020880872
123.0,382.3010034,0.079237403,4.017449861
123.1,382.3499757,0.079244101,4.014021639
123.2,382.399802,0.079250799,4.0105962
123.3,382.4504789,0.079257498,4.007173541
123.4,382.5020028,0.079264197,4.003753656
123.5,382.5543701,0.079270897,4.000336542
123.6,382.6075773,0.079277598,3.996922194
123.7,382.6616207,0.079284299,3.993510607
123.8,382.7164969,0.079291001,3.990101776
123.9,382.7722021,0.079297703,3.986695698
124.0,382.8287321,0.079304406,3.983292368
124.1,382.8860829,0.07931111,3.979891782
124.2,382.9442505,0.079317814,3.976493934
124.3,383.0032309,0.079324519,3.973098822
124.4,383.06302,0.079331224,3.969706439
124.5,383.1236138,0.07933793,3.966316783
124.6,383.1850083,0.079344637,3.962929848
124.7,383.2471994,0.079351344,3.95954563
124.8,383.3101831,0.079358052,3.956164125
124.9,383.3739555,0.07936476,3.952785328
125.0,383.4385126,0.079371469,3.949409236
125.1,383.5038507,0.079378179,3.946035843
125.2,383.5699658,0.079384889,3.942665146
125.3,383.6368541,0.0793916,3.93929714
125.4,383.7045119,0.079398312,3.935931821
125.5,383.7729352,0.079405024,3.932569184
125.6,383.8421202,0.079411736,3.929209226
125.7,383.9120632,0.079418449,3.925851942
125.8,383.9827602,0.079425163,3.922497328
125.9,384.0542074,0.079431878,3.919145379
126.0,384.126401,0.079438593,3.915796091
126.1,384.1993371,0.079445308,3.912449461
126.2,384.2730117,0.079452024,3.909105484
126.3,384.347421,0.079458741,3.905764155
126.4,384.422561,0.079465459,3.902425471
126.5,384.498428,0.079472177,3.899089427
126.6,384.5750181,0.079478895,3.895756019
126.7,384.6523275,0.079485614,3.892425243
126.8,384.7303522,0.079492334,3.889097095
126.9,384.8090883,0.079499055,3.885771571
127.0,384.8885321,0.079505776,3.882448666
127.1,384.9686797,0.079512497,3.879128377
127.2,385.0495273,0.079519219,3.875810699
127.3,385.1310709,0.079525942,3.872495628
127.4,385.2133081,0.079532665,3.869183161
127.5,385.2962391,0.079539389,3.865873292
127.6,385.3798566,0.079546114,3.862566018
127.7,385.4641531,0.079552839,3.859261336
127.8,385.5491208,0.079559565,3.85595924
127.9,385.6347522,0.079566291,3.852659727
128.0,385.7210395,0.079573018,3.849362792
128.1,385.8079753,0.079579745,3.846068433
128.2,385.8955517,0.079586474,3.842776644
128.3,385.9837612,0.079593202,3.839487421
128.4,386.0725953,0.079599931,3.836200762
128.5,386.1620425,0.079606661,3.832916661
128.6,386.2520911,0.079613392,3.829635115
128.7,386.3427322,0.079620123,3.82635612
128.8,386.4339563,0.079626855,3.823079671
128.9,386.5257541,0.079633587,3.819805765
129.0,386.6181158,0.07964032,3.816534398
129.1,386.7110321,0.079647053,3.813265567
129.2,386.8044933,0.079653787,3.809999266
129.3,386.8984899,0.079660522,3.806735492
129.4,386.9930122,0.079667257,3.803474242
129.5,387.0880508,0.079673993,3.80021551
129.6,387.1835959,0.079680729,3.796959295
129.7,387.279638,0.079687466,3.79370559
129.8,387.3761676,0.079694204,3.790454394
129.9,387.4731749,0.079700942,3.787205701
130.0,387.5706504,0.07970768,3.783959508
130.1,387.6685844,0.07971442,3.780715812
130.2,387.7669673,0.07972116,3.777474607
130.3,387.8657896,0.0797279,3.774235891
130.4,387.9650414,0.079734641,3.77099966
130.5,388.0647133,0.079741383,3.76776591
130.6,388.1647954,0.079748125,3.764534636
130.7,388.2652782,0.079754868,3.761305836
130.8,388.3661519,0.079761611,3.758079505
130.9,388.4674069,0.079768355,3.75485564
131.0,388.5690333,0.0797751,3.751634237
131.1,388.6710217,0.079781845,3.748415292
131.2,388.7733621,0.079788591,3.745198801
131.3,388.8760449,0.079795337,3.741984761
131.4,388.9790603,0.079802084,3.738773168
131.5,389.0823986,0.079808832,3.735564018
131.6,389.1860499,0.07981558,3.732357308
131.7,389.2900047,0.079822329,3.729153033
131.8,389.3942529,0.079829078,3.72595119
131.9,389.498785,0.079835828,3.722751776
132.0,389.603591,0.079842578,3.719554787
132.1,389.7086611,0.079849329,3.716360219
132.2,389.8139856,0.079856081,3.713168068
132.3,389.9195545,0.079862833,3.70997833
132.4,390.0253581,0.079869586,3.706791003
132.5,390.1313865,0.07987634,3.703606082
132.6,390.2376299,0.079883094,3.700423565
132.7,390.3440782,0.079889848,3.697243446
132.8,390.4507217,0.079896603,3.694065723
132.9,390.5575505,0.079903359,3.690890391
133.0,390.6645547,0.079910115,3.687717449
133.1,390.7717244,0.079916872,3.684546891
133.2,390.8790496,0.07992363,3.681378714
133.3,390.9865204,0.079930388,3.678212914
133.4,391.0941268,0.079937146,3.675049489
133.5,391.2018589,0.079943906,3.671888434
133.6,391.3097065,0.079950666,3.668729747
133.7,391.4176596,0.079957426,3.665573422
133.8,391.5257084,0.079964187,3.662419458
133.9,391.6338427,0.079970948,3.65926785
134.0,391.7420529,0.079977711,3.656118594
134.1,391.850329,0.079984473,3.652971688
134.2,391.9586611,0.079991237,3.649827128
134.3,392.0670394,0.079998001,3.64668491
134.4,392.1754535,0.080004765,3.643545031
134.5,392.2838916,0.08001153,3.640407488
134.6,392.3923421,0.080018296,3.637272276
134.7,392.5008005,0.080025062,3.634139392
134.8,392.6092698,0.080031829,3.631008834
134.9,392.7177533,0.080038596,3.627880597
135.0,392.8262556,0.080045364,3.624754678
135.1,392.9347834,0.080052133,3.621631074
135.2,393.0433429,0.080058902,3.618509781
135.3,393.1519408,0.080065671,3.615390796
135.4,393.2605835,0.080072442,3.612274115
135.5,393.3692775,0.080079212,3.609159735
135.6,393.4780295,0.080085984,3.606047653
135.7,393.5868458,0.080092756,3.602937865
135.8,393.695733,0.080099528,3.599830367
135.9,393.8046976,0.080106302,3.596725158
136.0,393.913746,0.080113075,3.593622232
136.1,394.0228845,0.08011985,3.590521587
136.2,394.1321193,0.080126625,3.587423219
136.3,394.2414567,0.0801334,3.584327126
136.4,394.3509032,0.080140176,3.581233303
136.5,394.4604653,0.080146953,3.578141747
136.6,394.5701494,0.08015373,3.575052456
136.7,394.6799619,0.080160508,3.571965425
136.8,394.7899094,0.080167286,3.568880652
136.9,394.8999982,0.080174065,3.565798133
137.0,395.0102348,0.080180845,3.562717864
137.1,395.1206258,0.080187625,3.559639844
137.2,395.2311776,0.080194405,3.556564067
137.3,395.3418967,0.080201187,3.553490531
137.4,395.4527895,0.080207969,3.550419234
137.5,395.5638626,0.080214751,3.54735017
137.6,395.6751226,0.080221534,3.544283338
137.7,395.7865759,0.080228318,3.541218734
137.8,395.898229,0.080235102,3.538156355
137.9,396.0100885,0.080241886,3.535096197
138.0,396.1221609,0.080248672,3.532038258
138.1,396.2344528,0.080255458,3.528982533
138.2,396.3469707,0.080262244,3.525929021
138.3,396.4597212,0.080269031,3.522877717
138.4,396.5727109,0.080275819,3.519828619
138.5,396.6859463,0.080282607,3.516781723
138.6,396.7994341,0.080289396,3.513737026
138.7,396.9131808,0.080296185,3.510694525
138.8,397.027193,0.080302975,3.507654217
138.9,397.1414774,0.080309766,3.504616098
139.0,397.2560405,0.080316557,3.501580166
139.1,397.370889,0.080323348,3.498546418
139.2,397.4860296,0.080330141,3.495514849
139.3,397.6014689,0.080336933,3.492485458
139.4,397.7172134,0.080343727,3.489458241
139.5,397.8332699,0.080350521,3.486433194
139.6,397.9496448,0.080357315,3.483410315
139.7,398.0663449,0.08036411,3.480389601
139.8,398.1833772,0.080370906,3.477371048
139.9,398.3007483,0.080377702,3.474354654
140.0,398.4184651,0.080384499,3.471340415
140.1,398.5365346,0.080391297,3.468328328
140.2,398.6549632,0.080398095,3.46531839
140.3,398.7737567,0.080404893,3.462310599
140.4,398.8929206,0.080411692,3.459304951
140.5,399.0124607,0.080418492,3.456301442
140.6,399.1323855,0.080425292,3.453300071
140.7,399.2527039,0.080432093,3.450300833
140.8,399.3734247,0.080438895,3.447303727
140.9,399.4945568,0.080445697,3.444308748
141.0,399.6161092,0.080452499,3.441315894
141.1,399.7380895,0.080459303,3.438325162
141.2,399.8605001,0.080466106,3.435336549
141.3,399.9833419,0.080472911,3.432350052
141.4,400.106616,0.080479716,3.429365667
141.5,400.2303233,0.080486521,3.426383393
141.6,400.3544648,0.080493327,3.423403225
141.7,400.4790417,0.080500134,3.420425161
141.8,400.6040549,0.080506941,3.417449198
141.9,400.7295038,0.080513749,3.414475333
142.0,400.8553616,0.080520557,3.411503563
142.1,400.9816063,0.080527366,3.408533885
142.2,401.1082243,0.080534175,3.405566296
142.3,401.235202,0.080540986,3.402600794
142.4,401.3625246,0.080547796,3.399637374
142.5,401.4901771,0.080554607,3.396676035
142.6,401.6181453,0.080561419,3.393716774
142.7,401.7464145,0.080568232,3.390759586
142.8,401.8749701,0.080575045,3.387804471
142.9,402.0037976,0.080581858,3.384851424
143.0,402.1328824,0.080588672,3.381900443
143.1,402.2622097,0.080595487,3.378951525
143.2,402.3917651,0.080602302,3.376004667
143.3,402.5215337,0.080609118,3.373059865
143.4,402.6515009,0.080615934,3.370117119
143.5,402.781652,0.080622751,3.367176423
143.6,402.9119723,0.080629569,3.364237777
143.7,403.042447,0.080636387,3.361301175
143.8,403.1730614,0.080643206,3.358366617
143.9,403.3038007,0.080650025,3.355434099
144.0,403.4346501,0.080656845,3.352503618
144.1,403.5655947,0.080663665,3.349575171
144.2,403.6966197,0.080670486,3.346648756
144.3,403.8277103,0.080677308,3.34372437
144.4,403.9588516,0.08068413,3.340802009
